,city,date,fare,ride_id,driver_count,type,,,,,,,
636,West Samuelburgh,4/17/2018 19:01,10.58,2.07E+12,73,Urban,,,,,,,
637,Carriemouth,1/15/2018 6:27,24.13,7.42E+12,52,Urban,,,,,,,
638,Carriemouth,5/8/2018 4:20,21.99,1.18E+11,52,Urban,,,,,,,
639,Erikaland,2/21/2018 20:28,12.44,2.71E+12,37,Urban,,,,,,,
640,Grahamburgh,1/18/2018 7:41,23.35,8.08E+12,61,Urban,,,,,,,
641,East Kaylahaven,1/29/2018 13:01,9.81,2.06E+12,65,Urban,,,,,,,
642,Carriemouth,2/4/2018 0:29,24.87,6.02E+12,52,Urban,,,,,,,
643,Justinberg,4/14/2018 14:48,24.34,1.49E+12,39,Urban,,,,,,,
644,Pattyland,1/1/2018 17:22,42.11,9.61E+12,59,Urban,,,,,,,
645,Royland,4/9/2018 0:32,22.89,5.16E+12,64,Urban,,,,,,,
646,Huntermouth,3/14/2018 10:37,30.49,9.54E+12,37,Urban,,,,,,,
647,Huntermouth,1/17/2018 12:10,41.48,7.80E+12,37,Urban,,,,,,,
648,Huntermouth,2/3/2018 12:19,31.43,4.78E+12,37,Urban,,,,,,,
649,South Evanton,2/21/2018 8:05,34.21,5.09E+12,11,Urban,,,,,,,
650,West Robert,4/12/2018 8:17,32.48,7.54E+12,39,Urban,,,,,,,
651,Raymondhaven,3/2/2018 4:56,5.19,4.18E+12,11,Urban,,,,,,,
652,Port Frank,4/2/2018 15:48,13.55,4.85E+12,23,Urban,,,,,,,
653,West Heidi,3/18/2018 4:53,4.29,4.32E+12,28,Urban,,,,,,,
654,Amandaburgh,4/1/2018 9:24,24.29,2.00E+12,12,Urban,,,,,,,
655,Liumouth,2/27/2018 18:08,43.31,1.51E+12,69,Urban,,,,,,,
656,Barajasview,3/15/2018 22:44,28.3,1.31E+12,26,Urban,,,,,,,
657,New Kimberlyborough,3/19/2018 15:25,27.37,5.33E+11,33,Urban,,,,,,,
658,West Samuelburgh,1/6/2018 8:34,43.05,9.81E+12,73,Urban,,,,,,,
659,Lake Scottton,1/28/2018 2:32,23.95,9.48E+12,58,Urban,,,,,,,
660,North Jason,1/14/2018 20:53,26.58,8.64E+12,6,Urban,,,,,,,
661,East Kaylahaven,3/23/2018 10:48,4.64,1.91E+12,65,Urban,,,,,,,
662,Johnton,3/15/2018 8:40,43.5,7.13E+12,27,Urban,,,,,,,
663,Roberthaven,2/22/2018 19:42,27.48,9.42E+12,47,Urban,,,,,,,
664,Robertport,1/25/2018 1:33,44.75,6.71E+12,12,Urban,,,,,,,
665,Joneschester,2/16/2018 2:35,9.48,4.16E+12,39,Urban,,,,,,,
666,Johnton,5/2/2018 2:19,32.38,8.95E+12,27,Urban,,,,,,,
667,West Anthony,2/19/2018 22:53,27.9,4.27E+12,70,Urban,,,,,,,
668,Martinezhaven,3/11/2018 20:07,7.01,7.64E+12,25,Urban,,,,,,,
669,Port Johnbury,3/30/2018 17:59,15.17,4.90E+12,3,Urban,,,,,,,
670,Williamsview,4/7/2018 2:32,19.19,8.05E+12,46,Urban,,,,,,,
671,West Robert,2/23/2018 19:46,33.24,3.06E+12,39,Urban,,,,,,,
672,Barajasview,3/19/2018 12:17,26.6,5.62E+12,26,Urban,,,,,,,
673,Williamsstad,5/6/2018 12:39,40.79,8.72E+12,59,Urban,,,,,,,
674,Justinberg,1/22/2018 9:08,38.3,1.29E+12,39,Urban,,,,,,,
675,Justinberg,4/16/2018 1:26,16.58,1.48E+12,39,Urban,,,,,,,
676,Carriemouth,2/17/2018 5:01,22.66,3.72E+12,52,Urban,,,,,,,
677,South Evanton,4/10/2018 5:38,30.36,5.25E+12,11,Urban,,,,,,,
678,Simpsonburgh,2/14/2018 22:52,30,7.64E+12,21,Urban,,,,,,,
679,New Kimberlyborough,1/7/2018 5:12,15.22,7.02E+12,33,Urban,,,,,,,
680,Richardfort,4/3/2018 15:07,40.77,9.50E+12,38,Urban,,,,,,,
681,Williamsview,1/5/2018 0:44,21.59,6.18E+12,46,Urban,,,,,,,
682,Carriemouth,1/4/2018 15:56,31.99,4.87E+12,52,Urban,,,,,,,
683,West Christopherberg,4/6/2018 13:59,25.31,3.28E+12,32,Urban,,,,,,,
684,New Jacobville,4/10/2018 4:16,42.92,4.02E+12,50,Urban,,,,,,,
685,Karenberg,4/23/2018 21:11,26.92,9.69E+12,22,Urban,,,,,,,
686,Johnton,2/28/2018 5:42,12.02,6.67E+12,27,Urban,,,,,,,
687,Amandaburgh,4/20/2018 2:16,16.27,3.51E+12,12,Urban,,,,,,,
688,Port Frank,4/25/2018 23:04,19.43,7.79E+12,23,Urban,,,,,,,
689,Martinezhaven,2/3/2018 6:15,11.61,3.42E+12,25,Urban,,,,,,,
690,Joneschester,3/9/2018 3:25,39.32,1.55E+12,39,Urban,,,,,,,
691,West Robert,4/7/2018 6:17,40.69,5.03E+11,39,Urban,,,,,,,
692,West Heidi,2/6/2018 0:47,40.55,6.26E+12,28,Urban,,,,,,,
693,Lake Jonathanshire,1/24/2018 12:24,34.65,3.32E+12,5,Urban,,,,,,,
694,Johnton,1/22/2018 13:10,24.17,7.41E+12,27,Urban,,,,,,,
695,South Karenland,1/31/2018 15:50,36.28,9.22E+12,4,Urban,,,,,,,
696,Liumouth,1/5/2018 19:32,27.02,3.77E+12,69,Urban,,,,,,,
697,Port Angela,2/8/2018 0:14,15.58,7.39E+12,67,Urban,,,,,,,
698,Johnton,2/26/2018 9:36,18.76,6.36E+12,27,Urban,,,,,,,
699,Pattyland,2/5/2018 0:47,28.81,1.15E+11,59,Urban,,,,,,,
700,Deanville,4/26/2018 4:05,28.44,3.33E+12,49,Urban,,,,,,,
701,West Anthony,3/3/2018 0:24,20.71,7.55E+12,70,Urban,,,,,,,
702,South Phillip,2/28/2018 14:54,42.2,9.81E+12,38,Urban,,,,,,,
703,North Jason,1/5/2018 10:59,16.22,3.84E+12,6,Urban,,,,,,,
704,Loganberg,1/31/2018 23:29,13.69,4.07E+12,23,Urban,,,,,,,
705,Port Frank,1/27/2018 13:40,38.97,5.94E+12,23,Urban,,,,,,,
706,South Evanton,3/6/2018 23:01,44.41,2.76E+12,11,Urban,,,,,,,
707,West Angela,1/22/2018 2:28,32.18,4.24E+12,48,Urban,,,,,,,
708,Rodneyfort,4/12/2018 23:29,27.81,5.67E+12,34,Urban,,,,,,,
709,Carriemouth,4/28/2018 9:25,37.35,4.81E+12,52,Urban,,,,,,,
710,Hurleymouth,2/28/2018 3:20,44.85,5.10E+12,36,Urban,,,,,,,
711,Lake Danielberg,3/20/2018 5:37,33.9,25082058503,19,Urban,,,,,,,
712,Lake Jonathanshire,3/24/2018 16:27,14.94,1.67E+12,5,Urban,,,,,,,
713,Williamsview,5/4/2018 14:56,32.8,2.68E+12,46,Urban,,,,,,,
714,West Josephberg,2/19/2018 20:48,4.07,1.35E+12,45,Urban,,,,,,,
715,Christopherfurt,4/6/2018 22:33,27.46,7.40E+12,41,Urban,,,,,,,
716,South Phillip,2/1/2018 12:52,39.27,5.31E+12,38,Urban,,,,,,,
717,New Paulville,2/18/2018 23:43,38.97,1.73E+12,44,Urban,,,,,,,
718,Grahamburgh,3/24/2018 13:39,32.17,2.40E+12,61,Urban,,,,,,,
719,Port Johnbury,2/8/2018 10:29,7.63,3.50E+12,3,Urban,,,,,,,
720,Port David,3/4/2018 0:41,23.7,6.49E+12,7,Urban,,,,,,,
721,West Ericstad,4/13/2018 9:52,22.39,5.77E+12,25,Urban,,,,,,,
722,Karenside,5/3/2018 15:31,32.68,9.19E+12,5,Urban,,,,,,,
723,Valentineton,2/25/2018 2:33,10.21,4.60E+12,45,Urban,,,,,,,
724,Martinezhaven,3/21/2018 7:56,39.26,9.87E+12,25,Urban,,,,,,,
725,Huntermouth,3/21/2018 13:31,27.96,3.03E+12,37,Urban,,,,,,,
726,Rogerston,3/18/2018 12:47,8.58,4.18E+12,25,Urban,,,,,,,
727,West Angela,3/7/2018 10:38,14.8,5.02E+12,48,Urban,,,,,,,
728,Rodneyfort,3/15/2018 10:18,30.83,4.18E+12,34,Urban,,,,,,,
729,North Jasmine,4/24/2018 8:49,28.24,8.27E+12,33,Urban,,,,,,,
730,Raymondhaven,1/25/2018 6:48,14.65,3.91E+12,11,Urban,,,,,,,
731,Richardfort,2/19/2018 14:09,27.11,8.69E+12,38,Urban,,,,,,,
732,West Josephberg,3/16/2018 7:06,10.04,6.78E+12,45,Urban,,,,,,,
733,Erikaland,5/7/2018 11:23,22.72,5.59E+12,37,Urban,,,,,,,
734,Royland,1/15/2018 8:50,4.1,9.41E+12,64,Urban,,,,,,,
735,Roberthaven,3/27/2018 7:24,11.51,9.19E+12,47,Urban,,,,,,,
736,Justinberg,4/16/2018 5:05,27.1,1.85E+12,39,Urban,,,,,,,
737,East Kaylahaven,1/4/2018 23:57,24.37,5.74E+12,65,Urban,,,,,,,
738,North Jason,2/22/2018 7:07,18.67,1.90E+11,6,Urban,,,,,,,
739,Karenside,2/12/2018 20:45,25.58,6.57E+12,5,Urban,,,,,,,
740,Raymondhaven,2/28/2018 16:10,11.26,3.12E+12,11,Urban,,,,,,,
741,Amandaburgh,3/13/2018 12:52,13.88,6.22E+12,12,Urban,,,,,,,
742,Amandaburgh,4/22/2018 21:34,42.52,1.90E+12,12,Urban,,,,,,,
743,New Jacobville,4/27/2018 14:11,37.6,8.78E+12,50,Urban,,,,,,,
744,West Ericstad,4/19/2018 20:35,5.75,3.50E+12,25,Urban,,,,,,,
745,Christopherfurt,1/4/2018 4:30,15.47,1.47E+12,41,Urban,,,,,,,
746,Port David,3/27/2018 0:20,18.43,4.64E+12,7,Urban,,,,,,,
747,Martinezhaven,2/15/2018 2:18,15.93,9.62E+12,25,Urban,,,,,,,
748,West Robert,2/27/2018 4:29,22.81,5.71E+12,39,Urban,,,,,,,
749,South Michelleport,3/8/2018 4:18,27.42,3.75E+12,72,Urban,,,,,,,
750,Robertport,5/3/2018 2:36,31.62,4.85E+12,12,Urban,,,,,,,
751,West Anthony,2/4/2018 15:04,20.09,4.22E+12,70,Urban,,,,,,,
752,West Angela,3/20/2018 23:44,23.83,8.75E+12,48,Urban,,,,,,,
753,South Michelleport,5/7/2018 12:25,4.47,2.89E+11,72,Urban,,,,,,,
754,New Paulville,5/1/2018 13:29,10.3,1.06E+12,44,Urban,,,,,,,
755,Justinberg,2/19/2018 4:01,36.27,7.29E+12,39,Urban,,,,,,,
756,Leahton,1/8/2018 11:48,39.81,4.58E+11,17,Urban,,,,,,,
757,Justinberg,2/1/2018 21:16,31.07,2.74E+12,39,Urban,,,,,,,
758,South Latoya,2/12/2018 16:31,28.92,5.78E+12,10,Urban,,,,,,,
759,Williamsview,2/8/2018 6:11,25.3,2.32E+12,46,Urban,,,,,,,
760,Joneschester,1/15/2018 21:21,13.43,2.24E+12,39,Urban,,,,,,,
761,Williamsstad,1/6/2018 20:14,43.5,2.05E+12,59,Urban,,,,,,,
762,South Karenland,1/25/2018 8:14,31.02,5.00E+11,4,Urban,,,,,,,
763,Carriemouth,4/1/2018 0:35,27.84,6.59E+12,52,Urban,,,,,,,
764,Valentineton,1/1/2018 14:42,12.31,4.76E+12,45,Urban,,,,,,,
765,Christopherfurt,3/12/2018 9:22,35.57,8.29E+12,41,Urban,,,,,,,
766,Huntermouth,2/5/2018 8:10,28.58,3.14E+11,37,Urban,,,,,,,
767,Deanville,2/17/2018 15:51,25.33,2.75E+12,49,Urban,,,,,,,
768,North Barbara,5/5/2018 9:46,26.54,4.33E+12,18,Urban,,,,,,,
769,West Angela,1/25/2018 12:19,41.05,4.60E+12,48,Urban,,,,,,,
770,Martinezhaven,4/15/2018 9:17,35.45,4.82E+12,25,Urban,,,,,,,
771,West Anthony,1/12/2018 19:38,37.66,4.10E+11,70,Urban,,,,,,,
772,West Samuelburgh,4/25/2018 15:55,26.44,4.34E+12,73,Urban,,,,,,,
773,West Josephberg,4/29/2018 10:20,28.73,1.73E+12,45,Urban,,,,,,,
774,Liumouth,4/11/2018 13:52,15.55,6.83E+12,69,Urban,,,,,,,
775,Karenside,4/4/2018 14:32,42.27,6.77E+12,5,Urban,,,,,,,
776,Loganberg,4/4/2018 8:04,25.93,1.86E+11,23,Urban,,,,,,,
777,Johnton,1/21/2018 3:20,28.59,5.60E+12,27,Urban,,,,,,,
778,Carriemouth,3/8/2018 13:35,34.32,7.98E+12,52,Urban,,,,,,,
779,South Latoya,1/2/2018 0:44,43.72,3.90E+11,10,Urban,,,,,,,
780,South Phillip,3/25/2018 8:38,7.04,7.93E+12,38,Urban,,,,,,,
781,Lake Danielberg,3/21/2018 19:46,14.12,8.57E+12,19,Urban,,,,,,,
782,Jerryton,1/27/2018 5:35,5.21,2.37E+12,64,Urban,,,,,,,
783,Simpsonburgh,4/28/2018 10:54,10.07,2.99E+12,21,Urban,,,,,,,
784,Amandaburgh,2/6/2018 10:02,11.93,7.55E+12,12,Urban,,,,,,,
785,Karenberg,2/14/2018 14:40,11.06,4.34E+12,22,Urban,,,,,,,
786,Jerryton,1/16/2018 17:13,22.26,9.74E+11,64,Urban,,,,,,,
787,East Kaylahaven,3/27/2018 0:44,25.29,4.84E+12,65,Urban,,,,,,,
788,Pattyland,2/11/2018 20:25,33.21,1.33E+12,59,Urban,,,,,,,
789,South Michelleport,2/6/2018 17:29,25.58,6.81E+12,72,Urban,,,,,,,
790,Martinezhaven,2/23/2018 0:15,15.48,5.95E+12,25,Urban,,,,,,,
791,Loganberg,1/5/2018 14:35,5.92,5.33E+12,23,Urban,,,,,,,
792,New Paulville,4/13/2018 10:23,8.69,5.92E+11,44,Urban,,,,,,,
793,South Evanton,1/10/2018 2:57,37.03,4.82E+12,11,Urban,,,,,,,
794,Port Angela,2/6/2018 7:07,24.47,1.47E+12,67,Urban,,,,,,,
795,West Gabriel,4/21/2018 4:50,4.96,2.69E+12,57,Urban,,,,,,,
796,New Kimberlyborough,3/28/2018 12:48,10.91,9.35E+11,33,Urban,,,,,,,
797,West Anthony,4/16/2018 1:06,17.47,5.71E+12,70,Urban,,,,,,,
798,West Gabriel,1/16/2018 6:23,25.97,6.59E+12,57,Urban,,,,,,,
799,Karenside,1/24/2018 7:48,9.39,4.83E+12,5,Urban,,,,,,,
800,Liumouth,1/1/2018 0:08,37.91,5.67E+12,69,Urban,,,,,,,
801,Grahamburgh,4/20/2018 21:40,40.06,5.16E+12,61,Urban,,,,,,,
802,Christopherfurt,5/7/2018 17:27,6.39,7.61E+12,41,Urban,,,,,,,
803,West Gabriel,5/1/2018 2:18,27.45,2.83E+12,57,Urban,,,,,,,
804,West Heidi,1/17/2018 3:43,5.78,9.11E+12,28,Urban,,,,,,,
805,West Angela,1/4/2018 20:45,20.33,1.92E+12,48,Urban,,,,,,,
806,Christopherfurt,3/25/2018 17:11,7.19,6.89E+12,41,Urban,,,,,,,
807,Robertport,3/25/2018 18:55,35.29,7.88E+12,12,Urban,,,,,,,
808,Royland,1/16/2018 2:06,4.89,8.05E+12,64,Urban,,,,,,,
809,Huntermouth,3/19/2018 17:31,15.05,1.68E+12,37,Urban,,,,,,,
810,North Madeline,4/7/2018 6:50,11.92,7.37E+11,19,Urban,,,,,,,
811,East Kaylahaven,1/7/2018 20:29,5.56,4.66E+12,65,Urban,,,,,,,
812,Loganberg,4/18/2018 17:41,22.51,3.21E+12,23,Urban,,,,,,,
813,North Jason,1/23/2018 21:22,6.54,5.61E+12,6,Urban,,,,,,,
814,South Latoya,1/31/2018 23:20,14.82,6.96E+12,10,Urban,,,,,,,
815,Karenberg,3/9/2018 14:47,35.68,8.63E+12,22,Urban,,,,,,,
816,West Anthony,5/1/2018 17:43,23.76,2.93E+12,70,Urban,,,,,,,
817,Williamsstad,3/25/2018 16:07,42.93,2.21E+12,59,Urban,,,,,,,
818,Port Angela,2/6/2018 16:11,11.39,6.11E+12,67,Urban,,,,,,,
819,Karenside,2/24/2018 5:39,27.64,8.06E+12,5,Urban,,,,,,,
820,East Kaylahaven,3/21/2018 22:54,9.42,1.47E+12,65,Urban,,,,,,,
821,South Michelleport,3/23/2018 16:45,14.72,4.91E+11,72,Urban,,,,,,,
822,Pattyland,1/14/2018 20:49,40.21,5.83E+12,59,Urban,,,,,,,
823,Port Samanthamouth,2/28/2018 20:01,38.42,2.11E+12,57,Urban,,,,,,,
824,Reynoldsfurt,4/11/2018 9:09,42.97,1.39E+12,67,Urban,,,,,,,
825,Pattyland,3/27/2018 6:49,8.57,3.07E+12,59,Urban,,,,,,,
826,North Jasmine,4/24/2018 8:05,14.11,4.19E+12,33,Urban,,,,,,,
827,North Madeline,3/31/2018 3:35,21.24,6.54E+11,19,Urban,,,,,,,
828,West Anthony,2/11/2018 5:48,15.55,5.99E+12,70,Urban,,,,,,,
829,Lake Danielberg,1/28/2018 15:49,25.98,1.42E+12,19,Urban,,,,,,,
830,Royland,2/19/2018 8:25,13.02,1.86E+11,64,Urban,,,,,,,
831,Reynoldsfurt,3/8/2018 7:06,6.08,2.57E+12,67,Urban,,,,,,,
832,Roberthaven,2/9/2018 0:25,11.71,8.18E+12,47,Urban,,,,,,,
833,South Evanton,2/25/2018 11:11,15.94,2.73E+12,11,Urban,,,,,,,
834,Grahamburgh,3/4/2018 22:51,34.93,5.94E+12,61,Urban,,,,,,,
835,West Ericstad,3/29/2018 4:59,40.29,8.10E+11,25,Urban,,,,,,,
836,Port Frank,2/17/2018 13:21,32.44,5.39E+12,23,Urban,,,,,,,
837,Lake Danielberg,2/8/2018 5:26,22.74,9.52E+12,19,Urban,,,,,,,
838,Erikaland,3/24/2018 9:50,4.07,6.56E+12,37,Urban,,,,,,,
839,Port David,2/11/2018 11:59,38,7.77E+12,7,Urban,,,,,,,
840,North Barbara,4/27/2018 0:19,16.89,5.10E+12,18,Urban,,,,,,,
841,Simpsonburgh,2/27/2018 0:58,13.38,1.58E+12,21,Urban,,,,,,,
842,North Jason,1/23/2018 5:58,32.77,2.99E+12,6,Urban,,,,,,,
843,Simpsonburgh,1/6/2018 2:20,27.2,3.68E+12,21,Urban,,,,,,,
844,South Phillip,4/18/2018 1:17,35.7,4.75E+12,38,Urban,,,,,,,
845,South Karenland,3/16/2018 2:20,4.87,2.39E+12,4,Urban,,,,,,,
846,New Paulville,3/14/2018 21:25,20.26,8.81E+12,44,Urban,,,,,,,
847,Johnton,2/14/2018 18:21,43.93,5.44E+12,27,Urban,,,,,,,
848,Port Johnbury,2/27/2018 2:44,11.33,3.23E+12,3,Urban,,,,,,,
849,Joneschester,3/12/2018 21:52,21.17,1.58E+12,39,Urban,,,,,,,
850,West Samuelburgh,2/12/2018 18:45,6.76,8.53E+12,73,Urban,,,,,,,
851,Huntermouth,4/28/2018 17:26,31.43,6.66E+12,37,Urban,,,,,,,
852,Deanville,4/1/2018 0:11,22.65,7.00E+12,49,Urban,,,,,,,
853,Leahton,2/15/2018 17:00,25.84,9.24E+12,17,Urban,,,,,,,
854,Hurleymouth,4/13/2018 18:15,40.93,4.92E+12,36,Urban,,,,,,,
855,West Anthony,3/21/2018 1:28,15.64,4.75E+12,70,Urban,,,,,,,
856,Karenside,1/23/2018 23:30,37.62,1.95E+12,5,Urban,,,,,,,
857,West Gabriel,2/28/2018 12:03,31.82,4.15E+12,57,Urban,,,,,,,
858,Carriemouth,3/26/2018 10:39,26.91,7.85E+12,52,Urban,,,,,,,
859,South Michelleport,3/1/2018 22:01,24.55,9.79E+12,72,Urban,,,,,,,
860,Rodneyfort,5/5/2018 3:19,22.24,5.39E+12,34,Urban,,,,,,,
861,Deanville,3/7/2018 7:21,31.08,9.71E+12,49,Urban,,,,,,,
862,Reynoldsfurt,5/4/2018 12:38,8.81,3.24E+12,67,Urban,,,,,,,
863,Justinberg,4/27/2018 12:41,18.99,3.03E+12,39,Urban,,,,,,,
864,Huntermouth,3/2/2018 10:47,10.89,1.65E+12,37,Urban,,,,,,,
865,West Robert,2/27/2018 20:51,8.37,4.90E+11,39,Urban,,,,,,,
866,Port Angela,2/14/2018 13:00,42.04,8.97E+11,67,Urban,,,,,,,
867,South Karenland,1/9/2018 20:59,44.44,3.18E+12,4,Urban,,,,,,,
868,Port David,3/24/2018 16:37,25.65,2.08E+12,7,Urban,,,,,,,
869,Liumouth,1/4/2018 3:16,9.1,8.15E+12,69,Urban,,,,,,,
870,Simpsonburgh,1/18/2018 12:48,15.36,5.20E+12,21,Urban,,,,,,,
871,South Evanton,4/14/2018 20:12,19.53,8.35E+12,11,Urban,,,,,,,
872,West Heidi,4/6/2018 8:54,25.06,8.92E+12,28,Urban,,,,,,,
873,Port Frank,1/14/2018 9:19,43.27,4.91E+11,23,Urban,,,,,,,
874,East Kaylahaven,2/23/2018 0:41,15.94,1.60E+12,65,Urban,,,,,,,
875,North Madeline,1/28/2018 9:57,42.24,5.83E+11,19,Urban,,,,,,,
876,Liumouth,4/14/2018 21:17,38.95,14588103145,69,Urban,,,,,,,
877,North Madeline,3/6/2018 19:26,26.34,1.88E+12,19,Urban,,,,,,,
878,Williamsview,4/15/2018 16:09,44.74,2.76E+12,46,Urban,,,,,,,
879,North Barbara,3/16/2018 10:22,25.06,9.75E+12,18,Urban,,,,,,,
880,South Evanton,2/7/2018 8:44,7.69,9.01E+12,11,Urban,,,,,,,
881,Williamsstad,4/26/2018 4:18,18.92,1.61E+12,59,Urban,,,,,,,
882,Rodneyfort,1/12/2018 6:17,7.05,4.24E+12,34,Urban,,,,,,,
883,Karenside,4/19/2018 8:42,26.45,9.29E+12,5,Urban,,,,,,,
884,New Paulton,1/13/2018 18:33,29.9,4.09E+12,44,Urban,,,,,,,
885,West Robert,1/17/2018 4:56,12.71,8.50E+12,39,Urban,,,,,,,
886,Jerryton,2/14/2018 19:48,24.49,3.08E+12,64,Urban,,,,,,,
887,Karenberg,1/16/2018 13:52,41.26,3.36E+12,22,Urban,,,,,,,
888,Christopherfurt,5/3/2018 12:46,14.43,5.64E+12,41,Urban,,,,,,,
889,Grahamburgh,3/27/2018 22:14,4.63,7.32E+12,61,Urban,,,,,,,
890,New Kimberlyborough,3/2/2018 18:56,6.08,3.87E+12,33,Urban,,,,,,,
891,North Madeline,3/4/2018 22:29,6.19,5.47E+11,19,Urban,,,,,,,
892,North Jason,3/12/2018 21:01,5.76,5.11E+12,6,Urban,,,,,,,
893,Liumouth,3/16/2018 6:31,34.2,2.54E+12,69,Urban,,,,,,,
894,New Jacobville,4/21/2018 23:00,13.53,5.57E+12,50,Urban,,,,,,,
895,Justinberg,4/24/2018 11:33,28.76,6.49E+12,39,Urban,,,,,,,
896,West Anthony,3/13/2018 8:03,5.03,1.18E+12,70,Urban,,,,,,,
897,Raymondhaven,1/13/2018 1:03,17.33,2.83E+12,11,Urban,,,,,,,
898,Royland,3/22/2018 22:02,23.31,2.83E+12,64,Urban,,,,,,,
899,Rogerston,1/30/2018 21:18,8.87,5.69E+12,25,Urban,,,,,,,
900,West Anthony,5/3/2018 4:49,21.38,9.17E+12,70,Urban,,,,,,,
901,Port Frank,4/6/2018 20:51,21.02,9.71E+12,23,Urban,,,,,,,
902,Lake Jonathanshire,4/11/2018 22:10,12.81,6.00E+12,5,Urban,,,,,,,
903,South Phillip,1/17/2018 17:45,23.46,2.63E+12,38,Urban,,,,,,,
904,South Karenland,3/3/2018 7:40,22.44,7.46E+12,4,Urban,,,,,,,
905,Port Samanthamouth,4/18/2018 14:39,23.56,8.73E+12,57,Urban,,,,,,,
906,Huntermouth,1/10/2018 9:40,43.01,7.58E+12,37,Urban,,,,,,,
907,Joneschester,4/22/2018 16:48,9.7,8.59E+12,39,Urban,,,,,,,
908,West Anthony,4/22/2018 8:14,19.95,1.21E+12,70,Urban,,,,,,,
909,North Jasmine,4/11/2018 3:38,27.54,5.00E+12,33,Urban,,,,,,,
910,Reynoldsfurt,3/10/2018 20:10,4.1,5.69E+12,67,Urban,,,,,,,
911,North Markport,2/22/2018 15:00,16.46,2.80E+12,22,Urban,,,,,,,
912,Huntermouth,1/9/2018 22:56,15.31,1.53E+12,37,Urban,,,,,,,
913,Rogerston,3/19/2018 16:58,29.88,3.98E+12,25,Urban,,,,,,,
914,Deanville,3/5/2018 12:05,11.16,4.74E+12,49,Urban,,,,,,,
915,Rodneyfort,1/11/2018 14:18,23.21,3.43E+12,34,Urban,,,,,,,
916,Reynoldsfurt,3/29/2018 17:35,31.43,9.92E+12,67,Urban,,,,,,,
917,West Josephberg,1/14/2018 18:07,9.71,4.73E+12,45,Urban,,,,,,,
918,Huntermouth,3/20/2018 0:45,40.55,6.75E+12,37,Urban,,,,,,,
919,Amandaburgh,4/24/2018 8:02,14.55,7.84E+12,12,Urban,,,,,,,
920,Port Frank,3/5/2018 0:42,36.35,9.21E+12,23,Urban,,,,,,,
921,Martinezhaven,1/10/2018 3:37,23.62,5.47E+12,25,Urban,,,,,,,
922,East Kaylahaven,2/10/2018 12:42,6.69,6.07E+12,65,Urban,,,,,,,
923,Joneschester,3/10/2018 13:31,22.72,8.71E+12,39,Urban,,,,,,,
924,West Angela,5/1/2018 19:03,23.23,7.77E+12,48,Urban,,,,,,,
925,New Paulton,4/24/2018 14:27,32.22,2.99E+12,44,Urban,,,,,,,
926,Roberthaven,3/5/2018 12:12,5.43,6.05E+11,47,Urban,,,,,,,
927,Port Frank,3/9/2018 16:59,6.5,2.11E+12,23,Urban,,,,,,,
928,Port Frank,4/4/2018 11:46,39.39,7.97E+12,23,Urban,,,,,,,
929,Hurleymouth,3/7/2018 12:38,41.96,1.68E+12,36,Urban,,,,,,,
930,Leahton,3/6/2018 17:06,41.29,3.31E+12,17,Urban,,,,,,,
931,Johnton,2/7/2018 19:40,30.97,6.85E+12,27,Urban,,,,,,,
932,Lake Scottton,5/3/2018 15:26,25.68,7.71E+11,58,Urban,,,,,,,
933,Simpsonburgh,1/31/2018 5:16,39.23,3.70E+12,21,Urban,,,,,,,
934,West Angela,2/21/2018 13:51,29.99,4.37E+12,48,Urban,,,,,,,
935,Williamsview,4/16/2018 8:23,20.38,8.23E+12,46,Urban,,,,,,,
936,West Josephberg,4/12/2018 0:11,15.49,5.12E+12,45,Urban,,,,,,,
937,West Josephberg,2/15/2018 0:51,36.7,8.33E+12,45,Urban,,,,,,,
938,South Karenland,2/19/2018 2:20,39.59,9.83E+12,4,Urban,,,,,,,
939,Barajasview,1/2/2018 23:23,36.13,8.57E+12,26,Urban,,,,,,,
940,East Kaylahaven,1/21/2018 16:07,36.89,2.41E+12,65,Urban,,,,,,,
941,Loganberg,1/12/2018 5:07,36.82,1.08E+12,23,Urban,,,,,,,
942,Richardfort,4/22/2018 3:06,39.74,4.08E+12,38,Urban,,,,,,,
943,Richardfort,1/31/2018 14:51,43.92,4.07E+12,38,Urban,,,,,,,
944,South Michelleport,4/1/2018 14:50,28.84,8.85E+12,72,Urban,,,,,,,
945,Barajasview,1/14/2018 11:00,19.81,2.38E+12,26,Urban,,,,,,,
946,West Heidi,4/18/2018 20:05,32.74,1.75E+12,28,Urban,,,,,,,
947,Leahton,3/31/2018 2:08,4.65,2.20E+12,17,Urban,,,,,,,
948,Port Johnbury,1/7/2018 5:43,19.08,8.84E+12,3,Urban,,,,,,,
949,Justinberg,5/7/2018 20:22,18.74,6.40E+12,39,Urban,,,,,,,
950,North Barbara,4/10/2018 17:12,10.94,3.56E+11,18,Urban,,,,,,,
951,Barajasview,5/6/2018 1:06,17.63,9.23E+12,26,Urban,,,,,,,
952,Reynoldsfurt,4/12/2018 1:13,21.18,7.47E+12,67,Urban,,,,,,,
953,West Christopherberg,2/9/2018 12:25,33.97,4.25E+12,32,Urban,,,,,,,
954,Leahton,2/23/2018 1:19,7.08,3.74E+12,17,Urban,,,,,,,
955,Simpsonburgh,3/4/2018 11:08,23.33,1.00E+12,21,Urban,,,,,,,
